trip_time,avg_speed,max_speed,stops_count,acceleration_variation,route_distance,trip_number,time_of_day,weight
53.49,55.35,69.3,2,0.594,34.56,105,1,14.17
116.29,44.2,52.71,8,1.302,51.363,27,3,19.98
66.18,47.4,62.39,4,1.158,36.054,99,3,19.98
89.7,47.55,57.37,2,0.926,45.911,14,13,21.2
76.9,52.57,69.88,4,1.061,41.92,141,19,21.68
15.02,61.94,78.56,1,0.357,11.523,68,22,10.82
96.42,47.09,63.37,4,0.947,45.53,45,19,22.33
31.14,52.27,61.49,2,0.944,17.242,4,16,18.44
130.16,38.8,55.94,4,1.301,51.333,195,14,25.22
39.44,48.67,59.76,4,0.974,22.447,184,7,16.48
67.88,47.67,63.59,2,1.062,35.559,178,9,18.32
31.98,53.7,69.38,2,0.893,21.216,13,20,10.77
10.88,53.83,64.21,0,0.775,6.939,77,2,13.0
136.0,39.33,50.63,8,1.31,46.677,213,19,28.36
104.03,40.9,51.94,5,1.068,43.316,127,19,21.11
173.93,33.98,49.02,7,1.413,54.068,29,1,31.27
82.2,43.13,60.58,7,1.403,35.984,31,5,23.3
29.73,49.91,65.46,2,0.862,16.19,58,7,21.04
26.56,51.08,59.9,1,0.811,15.298,213,21,16.91
46.17,51.96,68.66,5,1.076,26.549,38,10,15.1
43.18,52.7,61.7,6,1.15,23.529,198,18,17.04
64.84,40.82,53.92,4,1.066,27.513,149,14,20.86
28.15,57.66,73.25,2,0.647,18.085,202,1,16.32
222.3,29.55,45.72,11,1.701,57.415,181,16,30.19
19.18,50.73,67.01,4,0.847,10.914,73,15,14.94
91.35,46.48,55.87,2,0.995,44.567,182,20,22.78
72.28,46.98,54.15,1,0.847,35.733,38,22,20.9
62.83,48.2,59.17,2,0.984,35.114,64,14,16.81
74.68,48.85,66.42,4,0.919,38.087,47,21,21.42
119.18,42.49,57.24,4,1.007,53.058,30,3,22.66
80.36,47.17,60.42,2,0.938,41.27,20,14,19.79
31.42,53.93,69.66,4,0.875,20.45,42,13,10.58
36.98,49.84,59.96,5,1.209,20.366,27,4,16.06
99.49,46.3,58.42,3,1.092,49.148,84,12,19.02
50.52,51.27,61.77,0,0.652,31.121,16,16,14.18
95.96,41.45,51.99,4,1.179,42.801,14,9,22.11
57.39,45.78,52.8,6,1.262,25.86,217,15,21.98
86.47,47.05,58.63,3,0.872,44.517,20,17,19.47
50.86,51.18,66.77,4,1.163,28.341,17,14,17.57
53.93,54.43,64.29,4,1.062,31.897,7,9,18.75
154.25,36.04,50.16,5,1.276,54.314,30,6,23.62
72.88,43.84,58.42,6,1.235,31.986,116,15,21.99
33.45,48.4,63.07,4,1.04,18.079,182,21,16.75
63.99,45.58,58.21,3,0.851,33.868,161,11,17.59
11.91,49.87,57.21,1,0.805,6.94,128,12,15.42
35.04,52.61,65.8,3,0.94,20.866,19,21,13.06
81.92,44.85,60.64,9,1.561,37.614,170,7,19.0
11.92,62.93,75.75,0,0.44,10.154,9,19,10.38
69.38,43.09,58.77,3,1.062,29.953,139,6,21.61
91.32,44.11,55.22,5,1.289,37.341,90,6,28.03
30.1,52.11,64.03,3,0.89,18.165,194,6,13.66
26.89,55.87,70.09,4,0.924,17.718,68,1,15.3
82.55,47.66,62.79,3,0.925,40.943,140,11,22.82
141.05,39.95,54.03,2,1.011,56.671,97,8,25.39
33.71,55.33,65.46,2,0.872,22.328,115,5,13.69
26.8,58.6,68.65,2,0.671,17.197,206,18,18.91
168.4,37.21,45.95,6,1.338,57.177,157,12,25.54
118.86,44.02,61.07,7,1.458,49.485,91,4,25.18
203.67,31.59,39.7,10,1.628,54.704,98,4,30.55
14.0,54.38,66.89,0,0.651,8.874,155,19,14.98
192.56,32.58,43.79,8,1.606,54.581,76,6,32.7
101.13,47.26,59.89,4,1.124,49.674,37,9,20.64
43.23,46.47,60.57,3,0.973,21.934,103,2,17.24
65.43,49.69,66.18,0,0.424,38.647,15,19,15.38
22.17,59.64,70.15,3,0.594,15.366,38,8,14.95
68.08,42.33,53.42,8,1.07,28.012,93,16,18.72
72.19,50.62,63.54,5,1.22,37.526,175,9,20.14
18.99,55.67,64.4,3,0.734,12.181,172,19,15.82
131.39,44.04,58.68,7,1.535,56.274,58,9,24.39
175.15,35.65,52.49,9,1.426,54.352,93,21,28.37
104.73,46.21,58.29,4,1.151,51.17,34,17,21.89
22.43,51.11,68.32,3,0.775,13.121,166,11,15.58
84.75,46.69,54.66,2,0.823,40.962,54,11,21.99
135.91,41.02,52.49,7,1.34,52.357,176,14,25.68
22.57,53.25,65.62,6,1.02,13.588,185,16,15.7
79.11,47.23,63.29,1,0.728,39.836,151,16,20.21
28.91,52.83,66.71,3,0.824,17.015,73,0,17.24
85.38,49.26,57.89,5,1.147,42.027,209,6,21.17
109.06,38.24,51.53,7,1.322,39.847,151,10,24.31
123.56,41.12,48.16,3,1.007,51.388,142,12,23.88
51.69,53.76,69.45,2,0.812,31.515,188,2,17.18
106.14,42.07,52.29,0,0.818,45.582,194,4,25.85
31.14,46.25,53.81,3,0.933,16.379,18,11,17.25
111.6,37.85,45.04,5,1.17,39.595,194,10,25.31
151.5,35.72,46.67,3,1.106,51.657,168,14,29.87
94.73,46.62,59.42,4,1.118,43.734,46,1,23.8
117.58,45.48,56.82,3,1.275,51.747,68,19,24.43
75.66,47.97,61.9,5,1.441,38.934,165,7,18.15
64.76,50.19,59.38,1,0.861,34.898,48,13,20.22
127.26,45.53,60.81,5,1.334,53.625,100,22,24.64
47.98,45.54,62.48,3,1.057,23.155,151,9,21.12
101.97,44.56,59.98,4,1.335,45.04,143,7,25.24
88.16,46.82,63.19,6,1.144,42.192,200,6,19.43
94.32,48.01,56.73,2,0.956,48.434,25,15,21.23
73.86,42.15,55.46,5,1.183,32.128,65,22,21.97
77.8,41.76,54.09,7,1.469,31.921,216,13,23.85
15.01,51.25,62.41,3,1.105,8.261,125,4,18.96
139.44,38.81,55.64,4,1.184,54.467,55,22,24.49
53.99,46.43,58.87,3,0.614,26.447,64,1,18.79
57.99,49.94,66.23,3,0.758,34.929,75,9,11.89
35.11,45.99,58.65,3,1.049,16.708,122,3,20.3
80.25,44.91,58.67,2,1.042,38.235,63,0,21.63
41.63,49.36,65.56,3,1.005,24.325,137,23,17.19
78.67,44.71,58.6,2,1.026,36.63,98,2,19.4
109.44,43.02,50.27,6,1.152,44.37,134,21,24.78
68.64,48.55,64.2,0,0.663,37.914,34,13,20.46
11.91,58.14,69.67,1,0.778,8.077,137,7,15.55
122.5,40.41,48.09,3,1.139,48.013,203,20,27.42
66.74,48.63,56.27,2,0.861,35.385,30,0,18.6
26.75,59.4,68.9,2,0.954,18.777,72,16,13.46
49.27,47.0,56.68,6,1.243,23.169,152,18,23.07
122.22,41.81,54.47,5,1.347,48.269,136,8,25.73
138.3,41.76,59.52,6,1.436,54.719,148,7,26.8
154.56,34.03,41.96,7,1.603,48.393,123,0,28.33
180.97,32.73,46.07,7,1.249,52.142,150,0,31.85
59.85,50.4,62.98,6,0.921,31.729,134,1,17.09
51.23,48.63,59.52,1,0.574,27.963,17,10,18.3
124.4,40.49,55.97,4,1.299,48.67,165,12,25.28
55.73,46.38,57.98,6,1.163,26.82,98,10,19.08
93.14,44.76,58.42,5,1.113,42.852,12,16,23.09
61.6,55.63,65.73,3,0.98,38.072,90,8,17.88
28.47,47.57,62.72,1,1.01,14.373,96,18,19.1
40.65,48.25,59.16,4,1.005,22.396,19,15,16.64
40.9,43.28,52.91,7,1.495,17.442,219,22,21.26
21.5,55.52,69.48,4,0.79,12.962,49,17,14.83
48.02,51.62,66.25,4,0.695,28.139,73,3,14.67
28.26,52.29,68.27,3,0.748,16.718,97,13,15.33
18.18,48.88,66.84,5,1.037,10.18,183,15,15.93
28.11,52.84,59.92,3,0.944,17.158,163,0,15.54
95.93,40.29,51.06,6,1.297,38.373,169,1,23.63
102.8,43.93,59.97,3,1.075,48.134,52,0,21.14
61.71,47.78,55.38,7,1.175,30.34,186,4,20.52
116.02,33.65,47.91,4,1.199,37.881,182,21,26.73
94.35,43.15,60.79,7,1.414,39.999,102,5,25.31
85.38,47.36,55.55,7,1.0,40.049,120,4,19.05
140.69,41.78,49.18,6,1.247,57.323,9,10,24.3
64.93,50.63,63.71,3,0.878,37.862,167,9,15.83
84.03,40.28,50.72,4,1.165,34.631,211,23,22.32
115.45,45.68,53.79,7,1.483,51.137,104,2,22.43
95.78,41.7,49.58,3,1.214,38.479,119,20,26.25
54.49,52.18,68.15,6,1.197,30.094,110,5,17.04
85.75,48.96,58.03,6,1.441,44.735,19,7,20.45
28.71,53.1,64.5,1,0.707,18.048,136,11,18.9
105.94,39.4,54.76,7,1.596,41.136,158,23,25.26
114.45,41.76,56.78,5,1.144,46.012,204,5,24.09
81.6,46.53,63.96,3,0.957,39.386,204,8,19.76
33.19,46.03,53.42,3,0.967,16.168,108,15,18.24
67.99,45.9,53.77,3,1.119,33.023,211,16,19.95
109.69,44.41,53.29,3,0.807,48.212,116,8,21.8
54.51,47.19,57.08,3,1.082,27.241,141,3,20.31
119.48,45.31,62.06,2,1.269,54.28,132,18,24.91
16.57,50.28,65.89,3,0.933,8.98,219,21,18.25
81.56,48.12,63.72,3,1.1,40.751,162,14,22.57
34.42,49.39,57.33,5,1.296,18.492,27,20,18.97
90.31,42.34,53.22,1,0.891,39.909,16,6,22.47
153.63,37.25,52.23,8,1.35,55.391,90,20,23.82
70.71,50.5,60.62,4,1.05,36.112,113,19,21.56
65.89,43.22,51.73,1,1.011,29.001,147,21,22.56
131.79,37.66,45.31,5,1.13,50.721,106,22,21.31
52.49,53.08,64.48,3,0.932,30.376,113,8,19.02
65.22,49.06,62.65,2,0.85,35.559,202,2,18.4
39.05,51.64,64.96,6,1.361,22.315,74,17,20.1
94.04,41.19,57.34,11,1.822,34.791,109,16,23.17
114.05,38.63,54.8,6,1.25,43.364,123,15,25.62
48.12,57.69,67.09,2,0.941,32.729,103,15,16.04
37.11,45.0,61.99,5,1.067,17.358,213,0,21.89
11.2,56.04,65.32,1,0.6,7.512,211,16,12.52
33.31,51.09,62.97,5,1.244,17.726,113,11,20.06
154.45,35.97,46.29,7,1.561,50.288,99,0,28.76
148.95,40.28,56.05,4,1.288,55.901,129,20,26.52
74.31,42.95,51.22,4,1.269,35.465,40,0,19.51
118.86,43.86,59.97,5,1.073,49.197,94,5,24.94
13.34,56.62,73.3,4,0.879,8.92,48,7,11.45
99.1,46.69,61.49,2,0.936,50.46,32,18,20.0
31.47,56.84,70.81,2,0.59,21.291,21,1,13.77
27.2,51.95,63.63,2,1.032,15.536,129,9,17.81
38.6,49.51,66.34,6,1.365,20.77,1,8,17.49
57.1,50.95,60.74,5,0.92,32.148,142,9,18.09
70.92,49.26,66.35,3,0.94,36.759,95,20,20.95
10.03,58.56,69.38,4,0.984,6.858,81,7,14.16
35.94,57.47,67.97,4,1.039,24.165,169,8,15.64
104.55,40.55,57.99,5,1.197,42.78,118,9,25.7
113.88,41.22,53.15,7,1.351,45.141,161,9,26.26
38.72,45.75,60.18,4,1.12,18.571,156,22,21.48
35.29,50.21,65.3,5,1.012,19.193,8,6,17.72
82.43,46.19,57.54,4,1.243,41.503,48,2,20.66
74.15,51.01,65.63,5,1.169,37.893,125,10,20.61
66.47,47.39,62.28,4,1.129,32.104,214,2,20.82
62.91,49.62,58.83,1,0.797,34.647,34,19,19.77
70.97,44.84,54.65,5,1.233,32.222,24,21,20.13
60.02,45.76,60.36,7,1.379,27.472,207,19,22.13
107.67,43.83,57.76,5,1.267,47.076,212,19,23.76
127.33,41.08,50.46,4,1.107,52.262,37,10,22.92
78.23,45.29,54.77,4,1.079,39.452,88,16,19.32
27.95,57.4,67.26,3,0.848,20.392,138,9,13.68
154.09,37.47,52.81,4,1.233,56.683,43,20,24.87
19.01,51.47,62.41,4,1.025,11.043,72,4,14.66
153.52,37.57,51.52,6,1.398,55.531,87,3,25.63
71.33,46.05,58.04,4,0.964,35.134,141,23,21.44
97.43,45.43,55.99,6,1.152,43.073,68,8,23.74
42.6,56.95,67.16,1,0.795,28.313,91,7,15.09
55.94,43.67,54.26,6,1.17,24.89,64,16,19.73
27.02,55.84,63.88,5,1.103,18.0,167,8,15.01
19.65,52.64,67.21,4,0.985,12.28,34,17,15.21
41.87,47.23,54.42,2,0.826,22.608,51,10,17.14
30.73,52.64,70.03,2,1.098,19.608,55,18,16.79
84.98,43.0,55.6,7,1.387,33.986,199,1,26.25
144.9,38.43,52.74,9,1.717,50.648,207,17,28.38
17.6,54.75,66.21,3,0.891,10.805,110,7,15.87
87.83,49.57,58.25,3,0.863,44.97,35,10,21.19
42.23,45.94,58.42,5,1.036,20.279,166,22,18.98
94.25,43.62,55.9,6,1.394,39.516,108,11,23.65
94.2,40.94,50.16,6,1.418,38.804,187,1,21.35
102.3,43.22,59.43,5,1.188,44.481,79,11,20.92
11.42,53.97,64.65,1,0.77,7.285,219,5,15.07
10.1,53.39,62.36,1,0.949,6.571,177,11,15.02
23.23,52.44,70.2,1,0.717,15.19,50,5,12.41
143.52,41.57,57.62,4,1.225,56.99,159,15,26.27
45.91,48.28,59.63,2,0.667,24.096,63,5,18.67
97.47,39.09,46.9,1,0.832,38.701,77,11,24.36
45.97,46.53,61.17,3,1.122,22.362,55,22,18.92
66.43,43.39,56.76,5,0.976,31.623,150,15,18.61
44.65,54.33,72.32,0,0.685,29.052,58,17,15.66
22.56,58.79,68.12,1,0.598,16.185,140,18,14.16
66.82,40.88,49.48,5,1.021,24.949,128,22,25.59
28.38,52.54,62.71,2,0.864,16.318,165,21,18.15
37.08,48.74,61.09,2,0.743,20.903,218,20,17.36
43.0,58.17,75.83,2,1.169,27.99,2,8,17.26
130.79,37.7,45.42,6,1.254,47.471,217,14,26.95
20.83,61.94,75.34,1,0.557,16.616,24,19,10.78
22.39,59.25,72.95,0,0.447,16.581,116,13,10.56
31.16,52.56,64.34,1,0.863,19.239,75,3,16.15
136.24,39.31,56.28,10,1.95,47.151,140,12,28.59
31.34,51.37,66.19,2,0.724,19.237,159,5,14.84
146.51,35.65,52.48,7,1.666,48.702,189,16,27.77
47.06,46.27,63.41,4,1.224,23.117,89,20,19.56
52.21,43.55,51.43,9,1.397,22.1,205,16,19.74
53.65,48.89,56.24,6,1.27,25.981,71,13,21.27
56.62,47.79,63.03,5,1.168,29.578,45,14,20.08
43.07,56.47,71.27,1,0.704,28.119,84,12,17.23
51.88,49.69,65.73,6,1.151,26.81,116,10,19.09
166.21,37.47,48.93,7,1.542,57.885,147,5,28.64
109.33,40.8,57.22,6,1.453,42.196,183,16,25.78
125.94,41.9,57.13,6,1.464,51.903,50,8,24.54
126.91,41.61,56.26,2,1.004,52.522,67,3,25.31
55.81,51.23,62.72,8,1.141,28.487,206,19,21.02
117.03,41.51,56.85,6,1.518,46.423,97,13,24.38
73.51,41.37,56.65,3,0.989,30.744,53,12,24.19
81.65,44.55,53.47,4,0.918,37.126,216,12,21.35
91.06,47.82,58.34,3,1.221,44.327,99,1,21.54
90.69,40.29,52.88,7,1.331,36.463,216,12,23.33
70.04,44.38,52.43,5,0.973,32.623,202,13,19.72
12.52,50.3,64.59,5,1.096,7.11,199,12,15.76
183.97,34.95,49.67,6,1.503,56.443,128,0,31.36
12.21,58.3,65.39,3,1.03,8.456,175,18,15.46
25.1,47.75,59.07,2,0.957,12.695,211,14,19.56
10.88,60.58,76.59,2,0.781,8.687,59,18,10.61
68.25,50.0,62.05,3,0.915,38.749,9,12,18.67
43.45,46.95,56.48,3,0.794,22.086,71,7,18.26
142.32,38.21,46.36,5,1.156,52.529,140,19,24.23
80.44,44.25,57.15,3,0.87,37.024,120,8,22.47
96.68,45.34,54.71,3,0.937,46.749,18,10,19.49
20.99,56.72,71.64,3,0.913,13.979,123,0,12.87
64.21,42.75,55.06,3,0.88,27.647,39,3,22.93
86.36,45.33,61.84,4,1.088,38.659,111,2,22.8
33.56,46.71,59.77,4,0.788,16.171,127,10,19.28
50.43,49.27,61.15,3,1.023,26.174,140,6,19.21
106.41,43.08,54.29,7,1.446,45.355,91,7,23.19
106.24,42.01,57.7,7,1.36,41.633,90,18,27.19
116.2,44.42,55.97,3,1.111,52.948,149,16,20.45
75.36,46.31,61.03,7,1.245,35.247,165,19,21.83
31.86,50.47,65.96,7,1.273,17.153,177,19,16.87
141.42,38.65,54.63,6,1.388,51.755,74,5,27.13
156.11,38.12,47.84,2,1.054,56.044,93,14,28.53
77.38,43.14,50.34,8,1.695,31.509,73,20,22.0
15.14,58.42,76.16,2,0.741,10.85,116,7,14.87
33.67,52.83,64.69,4,1.078,19.524,28,9,18.1
91.49,46.17,61.01,2,1.127,45.236,95,12,20.94
10.0,63.78,80.61,3,0.841,6.512,42,19,14.0
33.2,55.93,66.89,5,1.015,21.68,117,3,13.24
43.6,49.65,64.84,0,0.595,25.503,187,11,14.94
135.02,37.4,50.72,5,1.329,47.103,216,5,27.35
62.16,46.1,58.4,5,1.203,29.008,98,17,20.38
56.75,50.62,59.17,2,0.611,33.566,13,5,14.67
77.25,48.55,58.62,2,0.795,41.087,50,8,19.15
96.89,44.88,57.88,5,1.02,46.924,23,8,21.06
53.47,42.75,57.31,5,1.225,23.912,167,1,20.02
27.78,47.75,54.8,3,1.048,15.349,216,16,15.3
23.88,56.7,66.74,2,0.794,15.872,122,6,14.23
25.63,50.59,60.18,2,0.958,14.748,39,11,17.79
23.44,47.06,55.43,4,0.61,12.394,5,16,14.15
77.01,41.27,50.9,10,1.404,29.206,214,18,21.76
28.03,51.59,64.03,3,1.023,15.931,70,22,17.87
98.24,43.39,51.45,6,1.302,46.8,25,3,19.16
10.0,66.11,74.05,1,0.436,6.503,39,15,6.62
141.47,41.17,56.72,5,1.173,55.606,56,7,26.52
12.94,51.59,59.86,3,0.759,7.181,144,18,16.91
42.9,50.44,58.87,3,0.65,23.255,196,9,19.91
129.77,36.29,50.9,6,1.611,45.334,61,0,27.51
123.92,42.22,59.94,3,1.196,51.411,151,20,26.05
14.42,60.07,70.89,3,0.872,10.992,15,18,11.32
125.04,39.43,48.57,8,1.364,47.756,3,7,23.49
124.8,39.92,49.41,8,1.391,45.203,13,20,26.41
81.05,40.02,54.51,10,1.514,30.183,203,9,23.65
77.33,47.62,58.6,4,1.202,38.786,128,9,20.9
47.6,51.92,66.86,6,1.271,25.409,177,7,18.32
50.69,42.33,57.3,4,1.18,22.559,5,11,18.47
16.15,46.23,57.29,3,1.144,8.202,5,23,21.53
13.94,45.46,59.89,6,1.352,6.852,186,1,17.7
69.87,45.7,56.87,3,1.02,33.597,23,14,20.02
11.25,53.95,65.96,2,0.57,7.097,35,4,12.53
23.03,49.84,65.6,3,1.091,12.826,114,2,17.49
24.15,46.69,63.98,6,1.267,11.471,133,1,21.16
67.87,50.09,61.99,3,0.893,39.104,51,6,16.67
86.46,46.14,54.9,5,1.103,40.951,98,17,20.4
91.99,45.45,58.57,6,1.224,45.347,148,17,20.51
170.72,36.05,44.87,6,1.443,56.619,97,19,29.15
169.0,35.63,52.6,3,1.051,56.964,84,3,26.49
26.14,56.44,70.15,2,0.878,17.19,16,2,12.78
55.11,43.36,60.04,4,1.121,24.614,99,23,23.61
70.65,48.35,65.55,5,0.989,35.417,176,22,20.59
12.83,55.85,69.3,2,0.768,8.776,138,16,11.75
42.06,39.16,50.57,5,1.212,16.41,196,20,23.23
128.14,40.26,52.11,7,1.634,50.459,28,19,25.59
53.42,48.44,57.6,1,0.848,27.52,3,13,20.11
67.6,45.7,52.73,3,0.98,31.458,121,11,23.35
92.01,45.25,60.34,3,1.133,44.431,40,23,19.69
119.92,41.69,59.48,6,1.448,48.15,131,16,24.67
140.98,39.7,52.97,4,1.342,51.043,198,21,26.72
145.94,38.82,51.1,8,1.746,52.586,74,4,28.21
32.43,55.27,65.8,3,0.841,21.668,121,5,13.25
88.22,42.3,57.47,5,1.327,39.926,150,15,20.73
19.86,52.4,62.22,1,0.457,12.228,33,22,14.28
184.44,34.08,42.48,8,1.65,56.398,197,14,27.8
37.58,49.52,63.49,4,1.167,20.283,45,10,18.11
59.26,43.38,60.04,4,1.058,26.604,178,0,22.59
177.99,31.84,44.63,6,1.534,54.43,145,3,26.68
72.22,47.3,63.37,2,0.636,38.953,31,5,17.64
32.27,58.32,71.64,2,0.787,21.347,159,4,14.51
19.93,49.04,65.34,1,1.028,10.943,44,16,17.19
65.24,46.52,58.39,4,0.925,31.668,132,16,18.13
77.13,47.75,58.81,4,1.164,36.922,211,9,21.45
100.62,42.56,57.2,4,0.916,40.922,209,23,26.74
27.73,49.47,63.88,5,1.131,14.981,191,9,18.6
97.21,44.46,61.86,7,1.328,42.855,109,10,22.69
49.71,47.9,63.57,6,1.285,25.173,123,12,19.65
126.8,44.42,57.85,6,1.523,55.117,66,13,25.08
86.21,43.24,59.66,4,1.167,40.153,202,4,22.64
111.35,48.32,63.23,3,1.213,53.781,105,7,24.27
13.3,53.8,70.81,3,0.84,8.052,169,16,15.75
139.77,40.45,48.34,4,1.041,53.024,79,20,27.07
164.56,34.78,46.3,8,1.536,51.71,163,10,29.11
56.22,51.86,62.73,2,0.862,32.806,50,2,17.14
277.95,24.67,38.14,11,1.769,56.785,161,20,33.02
79.48,50.42,65.12,2,0.92,45.085,11,13,15.93
145.1,39.54,51.72,5,1.455,57.746,23,10,22.18
88.87,48.81,62.53,3,1.048,45.451,78,14,20.04
156.29,36.32,46.48,4,1.155,53.632,106,19,27.33
31.61,49.66,59.1,3,0.95,16.653,156,0,21.31
21.79,62.13,69.43,2,0.823,16.645,79,8,11.34
65.71,43.24,54.44,4,1.0,32.648,5,22,19.93
84.27,50.3,65.27,4,1.135,44.058,72,7,21.74
33.03,48.86,57.54,3,0.886,20.147,97,23,14.91
52.26,48.42,60.55,4,1.26,27.973,120,6,19.51
27.58,50.8,61.32,4,1.024,15.379,142,11,15.34
131.12,41.55,59.55,5,1.156,54.165,55,1,23.97
112.33,41.98,51.43,5,1.366,44.837,134,17,25.84
12.54,54.29,69.7,1,0.521,8.476,139,5,11.81
14.58,51.45,67.22,4,1.046,7.659,171,20,17.78
173.07,33.58,41.79,5,1.136,57.68,115,3,26.65
52.27,48.23,65.71,3,1.062,26.898,178,2,19.96
65.53,51.85,62.16,4,0.984,37.518,49,11,17.69
153.83,38.22,53.83,5,1.483,55.314,156,2,29.58
128.39,43.81,61.44,5,1.272,55.724,11,7,21.26
14.15,63.8,74.07,3,0.828,11.441,23,16,10.69
84.91,44.44,52.27,6,1.263,39.225,190,12,20.14
152.27,40.15,51.03,4,1.298,57.631,105,13,26.84
29.34,48.36,58.01,2,0.793,15.752,136,2,17.03
94.46,43.98,55.1,4,1.248,40.635,133,16,23.97
136.97,33.37,45.72,0,0.829,46.361,153,2,25.74
15.9,53.87,64.03,1,0.765,10.392,54,13,14.22
43.35,55.27,68.52,6,1.31,26.432,40,18,15.3
26.07,55.77,71.53,3,0.659,17.072,10,17,13.53
13.94,59.96,71.22,4,0.531,9.424,190,8,10.69
19.31,53.35,60.46,3,0.994,11.614,49,3,16.24
45.18,49.19,58.86,7,1.115,24.101,126,19,17.63
86.47,41.53,50.38,4,1.122,36.327,100,5,22.42
157.17,37.62,54.82,5,1.456,55.611,36,11,26.83
151.01,37.45,44.73,4,1.248,54.687,91,5,25.76
138.25,37.57,48.46,5,1.296,51.428,19,0,27.12
81.19,51.41,65.48,1,0.828,46.229,39,9,18.36
12.83,58.75,72.77,2,0.798,8.596,31,13,14.52
42.64,54.22,68.6,2,0.897,27.39,181,18,16.43
135.68,37.95,46.08,7,1.506,46.637,125,17,28.28
148.34,37.23,50.53,5,0.875,56.326,203,19,23.92
56.37,47.5,59.46,1,0.957,30.306,96,19,19.73
89.02,46.43,63.95,5,0.934,42.616,45,9,17.92
99.67,51.48,63.75,2,0.873,57.76,134,8,20.58
96.33,42.54,56.06,3,1.098,38.585,204,14,26.05
92.89,46.75,61.63,3,1.197,46.607,117,11,20.46
173.04,34.82,52.33,6,1.281,56.265,4,7,27.33
93.92,44.47,60.61,3,1.129,43.069,67,0,24.67
22.33,51.72,60.01,1,0.765,13.293,203,11,15.88
174.87,35.28,46.19,4,1.244,56.924,114,11,28.34
130.41,39.95,49.55,8,1.546,47.904,209,22,27.44
34.38,53.37,61.59,3,0.957,20.126,112,19,19.43
155.03,39.1,51.98,6,1.503,57.347,3,6,28.26
24.89,40.84,56.95,6,1.292,10.602,192,2,20.82
138.66,42.47,49.64,10,1.74,54.902,168,18,27.44
139.5,37.96,53.34,6,1.562,49.817,157,11,30.2
45.29,45.68,60.93,8,1.209,20.66,213,1,17.77
126.83,40.74,56.4,6,1.368,50.811,43,18,23.53
13.92,57.8,74.75,2,0.653,9.611,199,8,12.5
143.0,39.35,52.09,4,1.214,55.539,51,4,25.04
101.48,38.09,45.7,4,1.217,37.649,213,15,25.74
55.21,56.1,73.43,2,0.829,33.336,42,18,15.39
155.31,36.57,50.99,3,0.99,57.539,121,18,25.14
14.29,49.1,58.4,6,1.243,7.858,173,6,16.66
57.09,50.88,67.02,2,0.872,32.89,18,14,17.14
113.6,39.45,49.61,5,1.274,44.364,15,11,22.33
21.11,51.15,64.71,4,0.755,12.282,187,20,16.02
11.6,57.08,68.13,4,0.966,7.271,14,4,14.13
109.55,38.79,54.75,9,1.536,38.184,135,19,27.0
35.92,55.46,69.84,3,1.023,23.908,206,8,14.71
58.49,46.66,57.48,2,0.939,31.313,135,14,17.32
82.66,45.24,55.89,5,1.207,38.549,106,12,19.79
48.58,51.13,62.65,4,1.054,26.388,92,8,18.2
29.03,52.44,65.34,2,0.649,17.549,140,5,14.36
40.37,44.77,61.43,7,1.256,18.787,126,8,17.86
31.64,47.89,55.4,2,0.817,16.15,110,14,21.42
105.81,39.16,47.66,6,1.269,43.374,34,14,22.64
22.9,48.45,66.02,3,1.001,13.416,146,14,15.56
175.22,34.81,52.45,8,1.587,56.567,163,15,28.48
13.09,48.73,60.13,4,1.056,6.746,156,1,16.29
39.19,51.63,64.43,4,1.139,22.136,17,9,18.12
144.26,35.49,42.83,4,1.169,47.839,154,7,27.3
16.74,57.51,64.66,2,0.79,11.14,160,9,16.87
65.0,50.33,59.11,2,1.1,36.781,41,9,17.38
35.64,52.18,68.68,5,1.003,21.468,186,4,16.52
185.73,33.23,45.53,7,1.396,56.219,115,23,27.58
42.21,41.36,58.73,4,1.167,17.778,104,0,21.82
17.8,53.2,64.43,3,1.015,10.155,159,14,18.74
84.66,43.12,59.15,4,1.464,38.108,112,11,23.14
47.47,48.96,59.94,3,0.998,25.866,120,16,18.59
160.75,35.32,42.5,7,1.501,53.051,69,19,27.42
140.69,40.45,55.25,4,1.181,53.621,204,15,27.65
97.1,48.78,66.47,4,1.283,47.445,213,18,23.43
18.05,57.73,72.77,1,0.854,13.125,29,6,14.77
78.11,50.95,62.6,4,1.094,40.39,161,23,19.45
14.73,61.12,75.35,3,0.881,11.248,6,2,12.85
14.7,47.27,59.22,3,1.075,7.8,81,16,19.91
38.34,44.03,60.41,7,1.527,16.655,213,3,22.67
58.92,48.98,61.85,5,1.225,31.964,39,5,17.68
59.52,45.41,55.29,2,0.82,29.731,83,19,20.28
89.97,47.0,64.43,2,0.961,46.464,49,16,20.33
67.2,48.6,62.5,4,1.112,33.455,160,15,21.38
36.71,51.23,62.23,2,1.034,20.108,102,19,18.9
27.19,45.53,53.2,8,1.436,13.695,130,6,17.77
100.84,39.84,55.05,8,1.505,35.84,207,15,30.35
88.52,46.23,60.14,3,1.161,41.254,115,4,23.14
31.63,50.83,60.51,4,1.138,17.465,161,11,19.74
86.81,41.95,57.39,3,1.136,39.039,22,9,20.56
86.19,49.3,66.73,1,0.849,50.801,48,14,17.17
36.84,50.87,60.13,6,0.983,18.973,208,1,19.93
189.2,30.52,39.18,9,1.78,48.701,189,0,34.14
